poi_id,name,category,overview,image
1277679,부산타워,역사유물,"부산타워는 부산 원도심 용두산공원에 있는 120m 높이의 전망대이다. 전망대에서는 부산항과 광안대교, 남포동 일대의 전경을 한눈에 감상할 수 있다. 특히 야경이 아름다워 관광객들에게 인기 있는 장소로 손꼽힌다. 타워 내부에는 다양한 전시와 문화 행사가 열리는 공간이 마련되어 있어 방문객들에게 다양한 문화 체험을 제공한다. 타워 상층에는 전망대가 하층에는 하늘을 나는 잠수함 컨셉으로 다양한 놀이 시설들이 있으며, 내려오면 화려한 포토존과 부산을 상징하는 여행지를 컬러로 꾸민 방도 있다. 또한, 타워 주변에는 다양한 먹자골목과 박물관이 있어 함께 둘러보기에도 좋다.",https://tong.visitkorea.or.kr/cms/resource/66/4096266_image2_1.jpg
2994179,전포공구길,도시지역문화관광,"부산 서면 일대에 위치한 전포공구길은 최근 몇 년 사이 젊은 층이 찾는 핫플레이스로 자리 잡은 거리다. 지하철 1호선 서면역과 부전역 사이에 있어 대중교통으로 편리하게 방문할 수 있다. 과거 공구상가가 밀집했던 이곳은 기존 상가를 리모델링해 옛 감성과 현대적인 인테리어를 조화롭게 살린 카페, 음식점, 소품숍 등이 들어서면서 SNS에서 입소문을 탄 명소가 되었다. 2023년 전포 공구골목 조성 사업을 통해 곳곳에 아름다운 야간 경관조명이 설치되어 있어 저녁에는 더욱 개성 있는 분위기를 느낄 수 있다.",https://tong.visitkorea.or.kr/cms/resource/78/2994078_image2_1.JPG
2660770,부산 치유의 숲,웰니스관광,"부산 치유의 숲은 부산광역시 푸른도시가꾸기사업소가 운영하는 영남권 최초의 치유의 숲으로, 2017년 11월 부산대학교 학술림에 조성되었다. 153ha 규모에 해발 240m 안팎의 넓고 완만한 산세를 지녀 편안하게 걷기 좋다. 소나무와 참나무가 어우러진 숲에서는 나뭇잎을 스치는 바람과 개울물, 산새 소리가 걸음마다 따라온다. 평지와 언덕, 계곡과 바위산 등 다채로운 지형을 품고 있으며, 아홉산 숲을 만나는 힐링로드, 회동수원지 풍광을 즐기는 솔바람길, 짙은 숲의 생명력을 느끼는 큰바위길을 컨디션에 따라 선택할 수 있다. 흙길과 매트길, 데크길도 걷는 재미를 더한다. 산림치유·숲해설·유아숲 프로그램도 운영한다.",https://tong.visitkorea.or.kr/cms/resource/00/4096200_image2_1.jpg
2496023,키자니아 부산,기타체험,"직업 체험 테마파크인 키자니아는 국내외 다양한 기업과 파트너십을 맺어 어린이들에게 수준 높은 직업 체험 기회를 제공하고 있다. 2016년 4월 8일 개장한 키자니아 부산은 전 세계 22번째이자 국내 2호 키자니아다. 영남권 아이들에게 40여 가지 전문적인 직업 체험활동을 제공하는 키자니아 부산은 신세계 센텀시티몰 4~6층에 위치하고 있다. 오픈 1년 만에 50만 방문객을 돌파하고 2025년까지 약 300만 명의 고객이 키자니아 부산을 찾고 있다. 키자니아 부산은 게임 개발 센터, 스포츠 방송 센터, 피라미드 탐험대, 보트 조종 스쿨 등 키자니아 서울과 차별적인 체험시설도 마련되어 있어 다른 성격과 느낌을 전달한다. ‘승무원교육센터’는 비상탈출훈련이 보강되고, 보트 조종 스쿨이 있는 등 도시의 특색을 반영한 체험 활동을 제공한다. MBC, 오뚜기, 진에어, 삼성전자, HD현대, 하이원리조트, 부산일보 등 국내 기업과 공공기관과의 파트너십을 통해 전문적이고 리얼한 체험 콘텐츠를 선보이고 있다.",https://tong.visitkorea.or.kr/cms/resource/33/3526933_image2_1.jpg
2994364,송도스카이파크,랜드마크관광,"송도스카이파크는 송도해상케이블카의 도착 지점에 있는 테마파크다. 송도 베이스 스테이션에서 케이블카를 탑승하고 송도 해변과 영도 등 주변의 풍광을 15분 정도 관람하면 송도스카이파크에 도착한다. 지하 1층에는 케이블카 뮤지엄인 송도 도펠마이어월드가 있으며, 1층에는 매표소, 승강장, 광장, 분식점 등이 있다. 2층에는 오션테라스와 카페, 3층에는 어린 왕자 테마파크인 스카이하버 전망대가 있다.
송도스카이파크 앞 파크스퀘어광장에는 움직이는 거대한 공룡 모형이 전시된 다이노어드벤처와 각종 포토존이 있어 사진 찍기 좋다. 광장에서 연결되어 있는 암남공원은 바다를 보며 산책하기 좋은 트레킹 코스로 많은 시민들이 찾고 있는 곳이기도 하다. 
송도스카이파크 광장을 내려오면 관광 명소인 용궁구름다리도 있다.",https://tong.visitkorea.or.kr/cms/resource/85/3589785_image2_1.jpg
4093705,부산 우암동 소막마을 주택,역사유적지,"일제강점기에 소의 검역과 수출을 위해 조성한 소막사를 광복 이후 귀환 동포와 한국전쟁 피란민이 주거공간으로 바꾸어 사용한 근현대 생활유산이다. 넓은 막사 내부를 여러 가구가 나누어 살 수 있도록 칸막이를 설치했고, 좁은 골목과 우물, 지붕 위 환기구 등에는 당시 생활환경의 흔적이 남아 있다. 이후 항만과 주변 산업시설에서 일한 노동자들의 거주지로 이어지며 우암동 소막마을을 형성했다. 현재 보존 주택에서는 소막사의 건축 구조와 피란민의 주거 변화, 마을 주민들의 생활사를 살펴볼 수 있으며, 골목을 둘러볼 때는 주민의 실제 생활공간임을 고려해야 한다. 인근의 유엔기념공원과 부산박물관을 함께 둘러보기 좋다.",https://tong.visitkorea.or.kr/cms/resource/31/4093331_image2_1.jpg
1082315,스포원파크재난안전체험관,기타체험,"스포원파크 재난안전체험관은 재난체험시설과 교육·전시시설로 구성된 종합 안전체험교육시설이다. 지진체험관, 연기체험관, 소화기작동 체험관, 응급처치 체험관 등 4개의 재난체험시설과 오리엔테이션홀, 재난역사 전시관, 생활안전전시관 등 3개의 교육·전시시설을 포함해 총 7개 주제 공간을 운영하고 있다. 전직 소방관 등으로 구성된 12명의 전문 자원봉사자가 재난 및 안전교육과 체험을 직접 진행하여 실제 상황에 대비한 안전의식과 대응능력을 기를 수 있도록 지원한다.",https://tong.visitkorea.or.kr/cms/resource/04/4095804_image2_1.jpg
2661475,회동수원지(회동수원지 둘레길),자연경관(하천‧해양),"회동수원지는 ‘금정회동호’라고도 불리는 곳이다. 부산광역시 금정구 회동동, 선동 등 5개 동에 인접한 도심 속 산중 지역에 위치하고 있는 부산 시민의 상수원지이다. 1946년~1967년에 완공되었으며, 부산 시민의 중요한 식수원이자 휴양처로 알려져 있다. 조선시대에는 이곳에서 주자학을 공부하던 사람들이 숨어 지내면서 이곳의 아름다운 경치를 ‘오륜대’라고 불렀다. 상수원보호구역으로 지정되어 일반인의 접근이 금지되었다가 2010년 1월부터 시민에 개방되었다. 상수원지로서의 기능뿐만 아니라 땅뫼산 황토숲길, 편백나무숲, 갈맷길 등 도심 속에서 힐링을 느낄 수 있는 명소로 시민들에게 사랑받고 있다.
회동수원지에는 둘레길이 조성되어 있다. 총거리는 21㎞로, 동대교에서 시작하여 회동동버스차고지에서 마무리되는 코스이다. 이어지는 길은 평탄해 누구나 편하게 걸을 수 있다.
또한 회동호 누리교에서 시작하여 상현마을, 오륜대 전망대, 생태탐방로(대숲길), 땅뫼산 황토숲길, 땅뫼산 수변데크를 거쳐 동대교에서 끝나는 회동수원지투어도 즐길 수 있다.",https://tong.visitkorea.or.kr/cms/resource/56/3552456_image2_1.jpg
3016808,부산역 풍물거리,도시지역문화관광,"부산역 풍물거리는 포장마차가 있는 거리이다. 과거 많은 포장마차가 운영되어 오다 2021년 화재로 포장마차촌이 소실되어 새로 포장마차촌을 정비하여 개장하였다. 현재에는 여섯 곳의 포장마차촌이 운영되고 있으며 새로 지은 포장마차로 내부가 깔끔하고 에어컨 등 편의 시설도 갖추어져 있다. 메뉴 종류가 천장 쪽에 부착되어 있고 사진과 함께 영문 메뉴 명도 있어서 외국인도 많이 찾는 곳임을 알 수 있다. 곰장어, 장어구이, 문어숙회, 연탄 주꾸미, 막창구이 등 많은 종류의 음식들이 구비되어 있는 곳이다. 부산의 밤거리를 느껴보고 친구와 함께 낭만과 운치를 느껴보는 곳이기도 하다.",https://tong.visitkorea.or.kr/cms/resource/93/3016793_image2_1.JPG
777057,내원정사(부산),종교성지,"내원정사는 서구 도솔산에 자리잡은 도심 속 사찰로서 부산광역시 전통 사찰로 지정되었다. 창건 이후 1983년까지 10여 년에 걸쳐 1차 불사로 전통 목조의 대웅전, 관음전, 요사채, 종루 등 12동의 당우(堂宇)를 조성하였다. 1985년에는 2차 불사로 불교 유치원을 설립하였다. 또한 1990년에는 3차 불사로 만불전을 건립하였다. 내원정사 만불전은 늘어나는 신도들을 수용하기 위한 법회의 장이며, 사찰 운영의 현대화와 합리화를 위해 현대적 시스템을 갖춘 요사이다. 내원정사에 있는 지정 문화유산으로는 내원정사 수장 묘법연화경(妙法蓮華經)이 있다.",https://tong.visitkorea.or.kr/cms/resource/55/3031655_image2_1.JPG
127419,허심청,웰니스관광,"허심청은 편안하고 즐거운 온천욕과 휴식 및 체력단련을 통한 건강증진을 추구하는 새로운 유형의 도시형 온천 건강랜드로, 1991년 10월 부산시 도심 재개발 사업으로 탄생했다. 허심청의 온천탕은 전체 4,297.54m²로 3,000명을 동시에 수용할 수 있는 동양 최대 규모의 온천시설이다.
대온천탕에서는 장수탕, 회목탕, 청자탕, 동굴탕, 노천탕 등 40여 종의 효능별 욕탕과 계절에 따라 천연재료와 한방약재를 달리한 이벤트탕을 운영하며, 개인별 체질과 연령에 따라 자유롭게 이용할 수 있는 다양한 입욕코스를 갖추고 있다. 확 트인 초대형 온천탕과 자연채광이 가능한 천장, 예술적 조형미를 갖춘 아름다운 실내 전경으로 허심청만의 특별한 휴식을 경험할 수 있으며, 찜질방 및 부대시설에서는 가족과 함께 편안한 시간을 보낼 수 있다.",https://tong.visitkorea.or.kr/cms/resource/37/4090237_image2_1.jpg
4085879,"러블리가든(사계, 나를심다)",농산어촌체험,"부산 강서구에 위치한 러블리가든(사계, 나를심다)는 유럽 포도를 유기농으로 재배하는 체험형 농장이다. 봄에는 새순과 포도 나무 키우기 체험, 여름에는 포도 나무가 자라 포도가 되어 가는 모습 감상할 수 있으며 다양한 과일 수확 체험을 경험할 수 있다. 가을에는 포도 농장주와 함께하는 도슨트 투어 및 수확 체험, 겨울에는 다양한 만들기 클래스를 운영하며 사계절 내내 자연속에서 몸과 마을은 치유할 수 있다.",https://tong.visitkorea.or.kr/cms/resource/96/4085896_image2_1.jpeg
1608673,부산진일신여학교,종교성지,"부산진일신여학교는 동구 좌천동 있는 부산 최초의 근대식 여성 교육기관이다. 1909년에 만들어진 서양식 근대 건물의 원형과 이후 증축한 부분까지 잘 보존된 점에서 건축사적 의의가 크다. 부산의 근대 건축물 대부분이 일제에 의해 지어진 것과 다르게, 부산진일신여학교 건물은 호주인 선교사들이 지은 서양식 건물로 이러한 가치를 인정받아 2003년 5월 부산광역시 기념물로 지정됐다. 건물의 1층 외부는 석조이고, 2층은 붉은 벽돌로 되어 있지만, 내부는 목재로 감싼 점이 특이하다. 건물 바깥에 벽돌을 쌓은 기술이 매우 뛰어날 뿐만 아니라 건물 정면의 계단과 2층 난간은 20세기 초 서양식 건물의 모습을 간직하고 있다. 부산진일신여학교는 선교사가 세운 타 교육기관들과 마찬가지로 성경과 영어를 가르쳤으며, 그 밖에 한글, 역사, 수학, 심리학 등 다양한 과목에 대한 교육을 담당했다. 민족과 성별에 따른 차별적 교육이 이뤄지던 일제강점기, 부산진일신여학교는 조선인으로서 그리고 여성으로서 세상을 보는 법을 가르친 곳이었다.
이러한 민족교육은 훗날 뜨거운 항일 정신으로 피어났다. 1919년 3월 11일, 이 학교의 교사와 여학생들은 밤새 직접 만든 태극기를 들고 거리에 나서며 부산·경남 지역 최초의 만세운동을 이끌었다.",https://tong.visitkorea.or.kr/cms/resource/71/3552471_image2_1.jpg
127445,금강공원,도시공원,"일본 상인이 금정산자락의 일부를 자신의 개인 정원으로 꾸며 만든 이곳이 광복 후 공원으로 지정되면서 ‘금강공원’이라는 이름을 갖게 되었다. ‘금강’이라는 이름은 금정산의 수려함이 금강산에 버금간다 하여 ‘소금강’이라고 불렸는데, 여기서 따온 이름이다. 도심 속에 위치해 있어 사계절 인적이 끊이지 않는 공원으로, 누구나 즐길 수 있는 휴식처로 사랑을 받고 있다. 공원 내에는 다양한 문화시설이 있다. 동래지역이 가진 전통민속예술의 발굴과 계승, 보급을 위해 1974년 9월에 개관한 부산민속예술관, 우리나라 최초의 세계 해양자연사 전문 박물관인 부산해양자연사박물관이 자리하고 있다. 금강공원 케이블카도 빼놓을 수 없는 명물이다. 1966년 만들어진 케이블카는 오랜 시간이 지났지만 빨갛고 노란 옛날 느낌 그대로 운행하고 있다. 이외에도 체육시설, 지방문화재기념물 제13호인 임진동래의총, 7개의 기념비도 볼 수 있다.",https://tong.visitkorea.or.kr/cms/resource/87/4083687_image2_1.jpg
2782782,해운대수목원,자연공원,"1987년부터 1993년까지 석대 쓰레기 매립장으로 이용되던 시설을 수목원으로 재개발한 곳이다. 수목유전자원의 보전·증식 및 전시, 산림 치유 및 휴양을 통해 자연친화적인 국내 최대 공립수목원으로 조성했다. 다양한 식물과 자연요소를 만날 수 있는 생명의 숲, 당나귀와 타조를 만날 수 있는 초식동물원, 동식물이 자연스럽게 어우러지는 생태습지원 등 다양한 주제원을 가지고 있다. 어린이들이 마음껏 뛰어놀 수 있는 푸른 잔디광장도 조성되어 있어 온 가족이 함께하기 좋은 곳이다.",https://tong.visitkorea.or.kr/cms/resource/91/3353991_image2_1.jpg
2607943,청사포 다릿돌전망대,랜드마크관광,"2017년 8월 17일 개장한 청사포 다릿돌전망대는 해남부선 폐선부지를 산책로로 조성한 그린레일웨이에 있다. 도심 속 어촌인 청사포, 수려한 해안경관, 일출, 낙조 등을 감상할 수 있어 부산의 대표적인 관광명소로 꼽힌다. 
2024년 8월 길이 72.5m, 폭 3m 규모로 상판이 해수면에서 20m 높이에 바다 방향으로 쭉 뻗은 일자형에서 길이 191m, 폭 3m 규모 U자형으로 확장했다. 전망대 끝자락에는 반달 모양의 투명 바닥을 설치해 바다 위를 걷는 아슬아슬함을 느낄 수 있다.
전망대 바로 앞에서부터 해상 등대까지 가지런히 늘어선 5개의 암초인 다릿돌을 바라보며 청사포의 수려한 해안경관과 일출, 낙조의 자연 풍광을 감상할 수 있다. 

(출처 : 해운대구청)",
126078,광안리해수욕장,해수욕장,"광안리해수욕장은 부산광역시 수영구에 위치한 대표적인 해변으로, 맑고 푸른 바다와 고운 백사장이 어우러져 사계절 내내 많은 관광객이 찾는 명소이다. 해변 너머로 펼쳐지는 광안대교는 낮에는 시원한 바다 풍경을, 밤에는 화려한 조명과 함께 아름다운 야경을 선사해 부산을 대표하는 전망 명소로 손꼽힌다. 여름철에는 해수욕은 물론 서핑, 패들보드 등 다양한 해양 레저를 즐길 수 있으며, 해변을 따라 카페와 맛집이 밀집해 있어 여유로운 휴식과 미식을 함께 즐기기에 좋다. 또한 각종 공연과 축제, 드론쇼 등 다채로운 문화행사가 열려 볼거리를 더하며, 도심과 가까워 대중교통으로도 편리하게 방문할 수 있다. 아름다운 바다 풍경과 풍부한 즐길 거리를 갖춘 광안리해수욕장은 가족, 친구, 연인 모두에게 사랑받는 부산의 대표 관광지이다.",https://tong.visitkorea.or.kr/cms/resource/45/3311245_image2_1.jpg
126195,유엔기념공원,도시공원,"유엔기념공원은 세계 유일의 유엔군 묘지로서, 세계평화와 자유의 대의를 위해 생명을 바친 유엔군 전몰장병들이 잠들어 있다. 이곳 묘지는 한국전쟁이 일어난 이듬해인 1951년 1월, 전사자 매장을 위하여 유엔군 사령부가 조성하였으며, 같은 해 4월 묘지가 완공됨에 따라 개성, 인천, 대전, 대구, 밀양, 마산 등지에 가매장되어 있던 유엔군 전몰장병들의 유해가 안장되기 시작하였다.
1955년 11월 대한민국 국회는 유엔군의 희생에 보답하기 위해 이곳 토지를 유엔에 영구히 기증하고, 아울러 묘지를 성지로 지정할 것을 결의하였으며, 1955년 12월 15일, 한국 정부로부터 국회의 결의 사항을 전달받은 유엔은 이 묘지를 유엔이 영구적으로 관리하기로 유엔총회에서 결의문을 채택하였다. 한국전 당시 대한민국의 자유와 평화를 지키기 위해서, 군대를 파견한 16개국과 의료 지원단을 보낸 5개국의 용사 중, 전사한 유엔군 전사 장병의 영혼이 잠들어 있는 성역으로 이곳 기념 묘지에는 최초 11,000여 명의
전사자가 안장되어 있었으나, 그 후 유가족이나 본국 정부의 요청으로 이장되어, 현재 2,300기의 유해가 안장되어 있다.
한국 정부가 1978년에 건립한 유엔군 위령탑에는 한국전에 파견된 전투 장비, 인원 규모, 전사자 현황이 동판에 한글 및 영문으로 새겨져 있으며, 영국 정부가 주체가 되어 건립한 영연방 위령탑에는 영연방 국가의 전사자 중 시신을 찾지 못한 그들의 고귀한 희생을 기리고 있다.",https://tong.visitkorea.or.kr/cms/resource/39/4055739_image2_1.png
